Point #0: x=225.2520294189453, y=-364.109375, z=0.2819424271583557, yaw=-0.2953185439109802
Point #82: x=-16.890745162963867, y=-211.24720764160156, z=0.2819424271583557, yaw=89.7751235961914
Point #83: x=11.413861274719238, y=-133.68807983398438, z=0.2819424271583557, yaw=-90.224853515625
Point #84: x=7.925278663635254, y=-130.77432250976562, z=0.2819424271583557, yaw=-90.224853515625
Point #85: x=4.413923740386963, y=-133.6605987548828, z=0.2819424271583557, yaw=-90.224853515625
Point #86: x=11.508438110351562, y=-109.58821868896484, z=0.2819424271583557, yaw=-90.224853515625
Point #87: x=8.01986026763916, y=-106.67446899414062, z=0.2819424271583557, yaw=-90.224853515625
Point #88: x=4.508504867553711, y=-109.56073760986328, z=0.2819424271583557, yaw=-90.224853515625
Point #89: x=-16.395719528198242, y=-85.11880493164062, z=0.2819424271583557, yaw=89.77516174316406
Point #90: x=-12.905157089233398, y=-87.53253936767578, z=0.2819424271583557, yaw=89.77516174316406
Point #91: x=-9.395763397216797, y=-85.14627838134766, z=0.2819424271583557, yaw=89.77516174316406
Point #92: x=-5.905210018157959, y=-87.56002044677734, z=0.2819424271583557, yaw=89.77516174316406
Point #93: x=-16.520898818969727, y=-117.01853942871094, z=0.2819424271583557, yaw=89.77516174316406
Point #94: x=-13.030336380004883, y=-119.4322738647461, z=0.2819424271583557, yaw=89.77516174316406
Point #95: x=-9.520939826965332, y=-117.04601287841797, z=0.2819424271583557, yaw=89.77516174316406
Point #96: x=-6.030386447906494, y=-119.45975494384766, z=0.2819424271583557, yaw=89.77516174316406
Point #97: x=-16.62567138671875, y=-143.7183380126953, z=0.2819424271583557, yaw=89.77516174316406
Point #98: x=-13.13510799407959, y=-146.13206481933594, z=0.2819424271583557, yaw=89.77516174316406
Point #99: x=-9.625712394714355, y=-143.7458038330078, z=0.2819424271583557, yaw=89.77516174316406
Point #100: x=-6.135158538818359, y=-146.1595458984375, z=0.2819424271583557, yaw=89.77516174316406
Point #101: x=4.66923189163208, y=-68.60678100585938, z=0.2819424271583557, yaw=-90.224853515625
Point #102: x=8.180586814880371, y=-65.72052001953125, z=0.2819424271583557, yaw=-90.224853515625
Point #103: x=11.669189453125, y=-68.6342544555664, z=0.2819424271583557, yaw=-90.224853515625
Point #104: x=4.767344951629639, y=-43.60698318481445, z=0.2819424271583557, yaw=-90.224853515625
Point #105: x=8.278700828552246, y=-40.720726013183594, z=0.2819424271583557, yaw=-90.224853515625
Point #106: x=11.767298698425293, y=-43.63445281982422, z=0.2819424271583557, yaw=-90.224853515625
Point #107: x=5.412111282348633, y=98.47002410888672, z=0.2819424271583557, yaw=-90.28911590576172
Point #108: x=8.901467323303223, y=96.35236358642578, z=0.2819424271583557, yaw=-90.28911590576172
Point #109: x=12.412009239196777, y=98.43470764160156, z=0.2819424271583557, yaw=-90.28911590576172
Point #110: x=15.901373863220215, y=96.3170394897461, z=0.2819424271583557, yaw=-90.28911590576172
Point #111: x=5.575601100921631, y=130.86962890625, z=0.2819424271583557, yaw=-90.28911590576172
Point #112: x=9.065461158752441, y=128.85195922851562, z=0.2819424271583557, yaw=-90.28911590576172
Point #113: x=12.575493812561035, y=130.8343048095703, z=0.2819424271583557, yaw=-90.28911590576172
Point #114: x=16.065366744995117, y=128.81663513183594, z=0.2819424271583557, yaw=-90.28911590576172
Point #115: x=5.685600280761719, y=152.66929626464844, z=0.2819424271583557, yaw=-90.28911590576172
Point #116: x=9.194640159606934, y=154.4516143798828, z=0.2819424271583557, yaw=-90.28911590576172
Point #117: x=12.685505867004395, y=152.6339569091797, z=0.2819424271583557, yaw=-90.28911590576172
Point #118: x=16.194538116455078, y=154.4163055419922, z=0.2819424271583557, yaw=-90.28911590576172
Point #119: x=5.847073078155518, y=184.66891479492188, z=0.2819424271583557, yaw=-90.28911590576172
Point #120: x=9.35611343383789, y=186.4512481689453, z=0.2819424271583557, yaw=-90.28911590576172
Point #121: x=12.84697151184082, y=184.6335906982422, z=0.2819424271583557, yaw=-90.28911590576172
Point #122: x=16.356002807617188, y=186.4159393310547, z=0.2819424271583557, yaw=-90.28911590576172
Point #123: x=5.9883623123168945, y=212.66859436035156, z=0.2819424271583557, yaw=-90.28911590576172
Point #124: x=9.49740219116211, y=214.45091247558594, z=0.2819424271583557, yaw=-90.28911590576172
Point #125: x=12.988255500793457, y=212.6332550048828, z=0.2819424271583557, yaw=-90.28911590576172
Point #126: x=16.49728775024414, y=214.4156036376953, z=0.2819424271583557, yaw=-90.28911590576172
Point #127: x=-15.572093963623047, y=101.64974212646484, z=0.2819424271583557, yaw=89.71089935302734
Point #128: x=-12.063568115234375, y=103.33208465576172, z=0.2819424271583557, yaw=89.71089935302734
Point #129: x=-8.572182655334473, y=101.61441040039062, z=0.2819424271583557, yaw=89.71089935302734
Point #130: x=-5.063650608062744, y=103.2967529296875, z=0.2819424271583557, yaw=89.71089935302734
Point #131: x=-15.837495803833008, y=49.0504150390625, z=0.2819424271583557, yaw=89.71089935302734
Point #132: x=-12.328968048095703, y=50.73275375366211, z=0.2819424271583557, yaw=89.71089935302734
Point #133: x=-8.83758544921875, y=49.01508331298828, z=0.2819424271583557, yaw=89.71089935302734
Point #134: x=-5.329049110412598, y=50.69742202758789, z=0.2819424271583557, yaw=89.71089935302734
Point #135: x=-15.687644004821777, y=78.75006866455078, z=0.2819424271583557, yaw=89.71089935302734
Point #136: x=-12.19878101348877, y=76.53242492675781, z=0.2819424271583557, yaw=89.71089935302734
Point #137: x=-8.687726974487305, y=78.71473693847656, z=0.2819424271583557, yaw=89.71089935302734
Point #138: x=-5.198873996734619, y=76.4970932006836, z=0.2819424271583557, yaw=89.71089935302734
Point #139: x=-493.3493957519531, y=196.75245666503906, z=0.2819424271583557, yaw=-89.6424789428711
Point #140: x=-489.8594665527344, y=198.37429809570312, z=0.2819424271583557, yaw=-89.6424789428711
Point #141: x=-486.34954833984375, y=196.79612731933594, z=0.2819424271583557, yaw=-89.6424789428711
Point #142: x=-482.8595886230469, y=198.41799926757812, z=0.2819424271583557, yaw=-89.6424789428711
Point #143: x=-493.5285949707031, y=225.45188903808594, z=0.2819424271583557, yaw=-89.6424789428711
Point #144: x=-490.0386657714844, y=227.07373046875, z=0.2819424271583557, yaw=-89.6424789428711
Point #145: x=-486.52874755859375, y=225.4955596923828, z=0.2819424271583557, yaw=-89.6424789428711
Point #146: x=-483.0387878417969, y=227.117431640625, z=0.2819424271583557, yaw=-89.6424789428711
Point #147: x=-515.2948608398438, y=221.75677490234375, z=0.2819424271583557, yaw=89.86627197265625
Point #148: x=-511.8049011230469, y=223.3485870361328, z=0.2819424271583557, yaw=89.86627197265625
Point #149: x=-508.294921875, y=221.74041748046875, z=0.2819424271583557, yaw=89.86627197265625
Point #150: x=-504.8049621582031, y=223.33226013183594, z=0.2819424271583557, yaw=89.86627197265625
Point #151: x=-515.3493041992188, y=198.456787109375, z=0.2819424271583557, yaw=89.86627197265625
Point #152: x=-511.85931396484375, y=200.04861450195312, z=0.2819424271583557, yaw=89.86627197265625
Point #153: x=-508.3493347167969, y=198.44044494628906, z=0.2819424271583557, yaw=89.86627197265625
Point #154: x=-504.859375, y=200.03228759765625, z=0.2819424271583557, yaw=89.86627197265625
Point #155: x=-514.1128540039062, y=158.82125854492188, z=0.2819424271583557, yaw=90.35750579833984
Point #156: x=-510.619140625, y=159.84310913085938, z=0.2819424271583557, yaw=90.35750579833984
Point #157: x=-507.1129455566406, y=158.8649444580078, z=0.2819424271583557, yaw=90.35750579833984
Point #158: x=-503.6192932128906, y=159.88677978515625, z=0.2819424271583557, yaw=90.35750579833984
Point #159: x=37.24943161010742, y=-170.4445037841797, z=0.5999999642372131, yaw=0.3261249363422394
Point #160: x=37.80152130126953, y=-173.9415740966797, z=0.5999999642372131, yaw=-179.6738739013672
Point #161: x=105.29106140136719, y=-170.0607452392578, z=0.5999999642372131, yaw=0.3331909775733948
Point #162: x=83.19147491455078, y=-170.18919372558594, z=0.5999999642372131, yaw=0.3331909775733948
Point #163: x=104.93702697753906, y=-173.55929565429688, z=0.5999999642372131, yaw=-179.6738739013672
Point #164: x=84.0373306274414, y=-173.67823791503906, z=0.5999999642372131, yaw=-179.6738739013672
Point #165: x=149.7364044189453, y=-173.30435180664062, z=0.5999999642372131, yaw=-179.6738739013672
Point #166: x=227.07386779785156, y=-172.86415100097656, z=0.5563235282897949, yaw=-179.6738739013672
Point #167: x=284.78204345703125, y=-169.03575134277344, z=0.5391082763671875, yaw=0.3261249363422394
Point #168: x=284.54742431640625, y=-172.53697204589844, z=0.5391082763671875, yaw=-179.6738739013672
Point #169: x=314.8801574707031, y=-213.08753967285156, z=0.2819424271583557, yaw=-89.48907470703125
Point #170: x=311.3484191894531, y=-209.54737854003906, z=0.2819424271583557, yaw=90.51093292236328
Point #171: x=203.29649353027344, y=-222.18765258789062, z=0.7819424271583557, yaw=-88.68557739257812
Point #172: x=202.76409912109375, y=-198.99392700195312, z=0.7819424271583557, yaw=-88.68557739257812
Point #173: x=201.2014617919922, y=-283.4679260253906, z=0.48194244503974915, yaw=91.3144302368164
Point #174: x=199.5253143310547, y=-210.3976287841797, z=0.7819424271583557, yaw=91.3144302368164
Point #175: x=199.03665161132812, y=-189.1032257080078, z=0.7819424271583557, yaw=91.3144302368164
Point #176: x=285.9111022949219, y=-121.87586975097656, z=0.5819424390792847, yaw=-179.0779266357422
Point #177: x=285.9806823730469, y=-118.37364196777344, z=0.5819424390792847, yaw=0.9272140264511108
Point #178: x=314.2876892089844, y=-146.64300537109375, z=0.2819424271583557, yaw=-89.48907470703125
Point #179: x=310.7891845703125, y=-146.82818603515625, z=0.2819424271583557, yaw=90.51093292236328
Point #180: x=233.21055603027344, y=-307.6545104980469, z=0.38194242119789124, yaw=0.5897830128669739
Point #181: x=226.9568328857422, y=-311.21929931640625, z=0.38194242119789124, yaw=-179.4102020263672
Point #182: x=255.26788330078125, y=-280.2061767578125, z=0.5819424390792847, yaw=90.17677307128906
Point #183: x=229.87217712402344, y=-246.03456115722656, z=0.2819424271583557, yaw=-0.394500732421875
Point #184: x=-515.2499389648438, y=240.95675659179688, z=0.2819424271583557, yaw=89.86627197265625
Point #185: x=-511.75994873046875, y=242.54856872558594, z=0.2819424271583557, yaw=89.86627197265625
Point #186: x=-508.24993896484375, y=240.94039916992188, z=0.2819424271583557, yaw=89.86627197265625
Point #187: x=-504.7599792480469, y=242.53224182128906, z=0.2819424271583557, yaw=89.86627197265625
Point #188: x=-493.2300720214844, y=177.6527557373047, z=0.2819424271583557, yaw=-89.6424789428711
Point #189: x=-489.7401428222656, y=179.2745819091797, z=0.2819424271583557, yaw=-89.6424789428711
Point #190: x=-486.230224609375, y=177.69642639160156, z=0.2819424271583557, yaw=-89.6424789428711
Point #191: x=-482.7402648925781, y=179.3182830810547, z=0.2819424271583557, yaw=-89.6424789428711
Point #192: x=332.51141357421875, y=-117.62440490722656, z=0.48194244503974915, yaw=0.9240431189537048
Point #193: x=348.0001525878906, y=-142.8535614013672, z=0.2819424271583557, yaw=90.77143096923828
Point #194: x=351.4998474121094, y=-142.80618286132812, z=0.2819424271583557, yaw=-89.22854614257812
Point #195: x=330.3683776855469, y=-121.15939331054688, z=0.48194244503974915, yaw=-179.0759735107422
Point #196: x=248.58294677734375, y=-385.22991943359375, z=0.2819424271583557, yaw=179.70465087890625
Point #197: x=245.9648895263672, y=-388.7491455078125, z=0.2819424271583557, yaw=179.70465087890625
Point #198: x=248.54684448242188, y=-392.2298278808594, z=0.2819424271583557, yaw=179.70465087890625
Point #199: x=245.92881774902344, y=-395.7490539550781, z=0.2819424271583557, yaw=179.70465087890625
Point #200: x=-514.2296752929688, y=177.52096557617188, z=0.2819424271583557, yaw=90.35750579833984
Point #201: x=-510.7397155761719, y=179.142822265625, z=0.2819424271583557, yaw=90.35750579833984
Point #202: x=-507.22979736328125, y=177.56466674804688, z=0.2819424271583557, yaw=90.35750579833984
Point #203: x=-503.7398681640625, y=179.18649291992188, z=0.2819424271583557, yaw=90.35750579833984
Point #204: x=160.49594116210938, y=-385.6398010253906, z=0.2819424271583557, yaw=-179.49859619140625
Point #205: x=158.4265899658203, y=-389.1578369140625, z=0.48194244503974915, yaw=-179.49859619140625
Point #206: x=160.55718994140625, y=-392.6395568847656, z=0.2819424271583557, yaw=-179.49859619140625
Point #207: x=158.48785400390625, y=-396.1575622558594, z=0.48194244503974915, yaw=-179.49859619140625
Point #208: x=248.691162109375, y=-364.2301940917969, z=0.2819424271583557, yaw=-0.2953185439109802
Point #209: x=246.07313537597656, y=-367.7494201660156, z=0.2819424271583557, yaw=-0.2953185439109802
Point #210: x=248.65509033203125, y=-371.2301025390625, z=0.2819424271583557, yaw=-0.2953185439109802
Point #211: x=246.03704833984375, y=-374.74932861328125, z=0.2819424271583557, yaw=-0.2953185439109802
Point #212: x=-494.25, y=240.90774536132812, z=0.2819424271583557, yaw=-90.13372039794922
Point #213: x=-490.7600402832031, y=242.4995880126953, z=0.2819424271583557, yaw=-90.13372039794922
Point #214: x=-487.2500305175781, y=240.89141845703125, z=0.2819424271583557, yaw=-90.13372039794922
Point #215: x=-483.7600402832031, y=242.4832305908203, z=0.2819424271583557, yaw=-90.13372039794922
Point #216: x=163.8108367919922, y=-364.6101989746094, z=0.2819424271583557, yaw=0.500910222530365
Point #217: x=160.34152221679688, y=-368.1404724121094, z=0.2819424271583557, yaw=0.500910222530365
Point #218: x=165.0719451904297, y=-371.5992736816406, z=0.2819424271583557, yaw=0.500910222530365
Point #219: x=160.40272521972656, y=-375.1402282714844, z=0.2819424271583557, yaw=0.500910222530365
Point #220: x=6.560737133026123, y=312.0257873535156, z=0.2819424271583557, yaw=-45.1947135925293
Point #221: x=10.030569076538086, y=313.4988708496094, z=0.2819424271583557, yaw=-45.1947135925293
Point #222: x=-45.63199234008789, y=340.2911376953125, z=0.2819424271583557, yaw=128.05410766601562
Point #223: x=-49.31259536743164, y=339.31494140625, z=0.2819424271583557, yaw=128.05410766601562
Point #224: x=-51.14398956298828, y=335.976318359375, z=0.2819424271583557, yaw=128.05410766601562
Point #225: x=-54.82459259033203, y=335.0001220703125, z=0.2819424271583557, yaw=128.05410766601562
Point #226: x=-1.4151203632354736, y=306.8454895019531, z=0.2819424271583557, yaw=-66.40547180175781
Point #227: x=-4.062154769897461, y=304.1615905761719, z=0.2819424271583557, yaw=-66.40547180175781
Point #228: x=-7.8299241065979, y=304.04364013671875, z=0.2819424271583557, yaw=-66.40547180175781
Point #229: x=-10.476964950561523, y=301.3597717285156, z=0.2819424271583557, yaw=-66.40547180175781
Point #230: x=194.699951171875, y=-311.1709899902344, z=0.5999999642372131, yaw=-179.8567352294922
Point #231: x=211.311767578125, y=-307.8799743652344, z=0.48194244503974915, yaw=0.5897827744483948
Point #232: x=205.48858642578125, y=-317.73675537109375, z=0.48194244503974915, yaw=-88.68557739257812
Point #233: x=201.5546417236328, y=-298.8638610839844, z=0.48194244503974915, yaw=91.3144302368164
Point #234: x=348.28558349609375, y=-164.05177307128906, z=0.5999999642372131, yaw=90.77143096923828
Point #235: x=341.3101806640625, y=-172.21388244628906, z=0.5999999642372131, yaw=-179.6738739013672
Point #236: x=356.21246337890625, y=-168.62899780273438, z=0.5999999642372131, yaw=0.32612475752830505
Point #237: x=351.9571533203125, y=-176.76959228515625, z=0.5999999642372131, yaw=-89.22854614257812
Point #238: x=200.88221740722656, y=-385.3092346191406, z=0.2819424271583557, yaw=-179.57008361816406
Point #239: x=198.6084747314453, y=-388.82623291015625, z=0.2819424271583557, yaw=-179.57008361816406
Point #240: x=200.9347381591797, y=-392.3090515136719, z=0.2819424271583557, yaw=-179.57008361816406
Point #241: x=198.66099548339844, y=-395.8260192871094, z=0.2819424271583557, yaw=-179.57008361816406
Point #242: x=207.59591674804688, y=-367.7582702636719, z=0.44999998807907104, yaw=0.4299219250679016
Point #243: x=209.02215576171875, y=-371.247802734375, z=0.44999998807907104, yaw=0.4299219250679016
Point #244: x=207.6484375, y=-374.7580871582031, z=0.44999998807907104, yaw=0.4299219250679016
Point #245: x=202.8744354248047, y=-356.3746032714844, z=0.48194244503974915, yaw=91.3144302368164
Point #246: x=212.6692657470703, y=-364.220458984375, z=0.857196033000946, yaw=0.4299219250679016
Point #247: x=250.85569763183594, y=-310.97308349609375, z=0.48194244503974915, yaw=-179.4102020263672
Point #248: x=263.3051452636719, y=-307.3447570800781, z=0.2819424271583557, yaw=0.5897840261459351
Point #249: x=255.3369903564453, y=-302.60601806640625, z=0.5819424390792847, yaw=90.17677307128906
Point #250: x=315.26519775390625, y=-256.2635498046875, z=0.2819424271583557, yaw=-89.48907470703125
Point #251: x=311.6084899902344, y=-238.71185302734375, z=0.2819424271583557, yaw=90.51093292236328
Point #252: x=304.38616943359375, y=-250.0477294921875, z=0.2819424271583557, yaw=179.60549926757812
Point #253: x=322.6086120605469, y=-246.67312622070312, z=0.2819424271583557, yaw=-0.394500732421875
Point #254: x=315.0611877441406, y=-233.3867645263672, z=0.2819424271583557, yaw=-89.48907470703125
Point #255: x=311.4590148925781, y=-221.94686889648438, z=0.2819424271583557, yaw=90.51093292236328
Point #256: x=314.5877380371094, y=-180.29779052734375, z=0.3999999761581421, yaw=-89.48907470703125
Point #257: x=310.9175109863281, y=-161.22764587402344, z=0.3999999761581421, yaw=90.51093292236328
Point #258: x=303.2471618652344, y=-172.43052673339844, z=0.5999999642372131, yaw=-179.6738739013672
Point #259: x=321.7052917480469, y=-168.82542419433594, z=0.5999999642372131, yaw=0.32612475752830505
Point #260: x=314.1199645996094, y=-127.8437271118164, z=0.48194244503974915, yaw=-89.48907470703125
Point #261: x=310.4871826171875, y=-112.97294616699219, z=0.48194244503974915, yaw=90.51093292236328
Point #262: x=304.1087951660156, y=-121.58297729492188, z=0.5819424390792847, yaw=-179.0779266357422
Point #263: x=410.94744873046875, y=-14.670990943908691, z=0.2819424271583557, yaw=-79.30448913574219
Point #264: x=321.527099609375, y=-117.80158996582031, z=0.48194244503974915, yaw=0.9240431189537048
Point #265: x=4.600162029266357, y=-86.20665740966797, z=0.2819424271583557, yaw=-90.224853515625
Point #266: x=8.111515998840332, y=-83.32039642333984, z=0.2819424271583557, yaw=-90.224853515625
Point #267: x=11.600117683410645, y=-86.234130859375, z=0.2819424271583557, yaw=-90.224853515625
Point #268: x=15.111461639404297, y=-83.34786987304688, z=0.2819424271583557, yaw=-90.224853515625
Point #269: x=-16.246213912963867, y=-47.01910400390625, z=0.2819424271583557, yaw=89.77516174316406
Point #270: x=-12.754473686218262, y=-49.13283920288086, z=0.2819424271583557, yaw=89.77516174316406
Point #271: x=-9.246258735656738, y=-47.04658126831055, z=0.2819424271583557, yaw=89.77516174316406
Point #272: x=-5.754527568817139, y=-49.160316467285156, z=0.2819424271583557, yaw=89.77516174316406
Point #273: x=24.689603805541992, y=-80.39801788330078, z=0.2819424271583557, yaw=-55.52561950683594
Point #274: x=258.4601745605469, y=-180.45677185058594, z=0.3999999761581421, yaw=-89.8232421875
Point #275: x=254.899169921875, y=-160.67750549316406, z=0.3999999761581421, yaw=90.17677307128906
Point #276: x=246.87356567382812, y=-172.7514190673828, z=0.5999999642372131, yaw=-179.6738739013672
Point #277: x=266.2822265625, y=-169.140869140625, z=0.5999999642372131, yaw=0.32612475752830505
Point #278: x=403.0406494140625, y=-174.05661010742188, z=0.2819424271583557, yaw=-89.40142059326172
Point #279: x=406.5666809082031, y=-176.5199737548828, z=0.2819424271583557, yaw=-89.40142059326172
Point #280: x=410.0402526855469, y=-173.98348999023438, z=0.2819424271583557, yaw=-89.40142059326172
Point #281: x=413.5663146972656, y=-176.4468536376953, z=0.2819424271583557, yaw=-89.40142059326172
