Point #0: x=7180.2802734375, y=-15971.3759765625, z=293.5487976074219, yaw=-161.7006378173828
Point #53: x=-984.0804443359375, y=-3920.330810546875, z=171.20301818847656, yaw=-160.595703125
Point #54: x=-984.0804443359375, y=-3920.330810546875, z=171.20301818847656, yaw=-160.595703125
Point #55: x=4753.203125, y=1054.22265625, z=55.88992691040039, yaw=-11.597140312194824
Point #56: x=4753.203125, y=1054.22265625, z=55.88992691040039, yaw=-11.597140312194824
Point #57: x=4753.203125, y=1054.22265625, z=55.88992691040039, yaw=-11.597140312194824
Point #58: x=5075.01416015625, y=984.6083374023438, z=49.74304962158203, yaw=168.40284729003906
Point #59: x=5075.01416015625, y=984.6083374023438, z=49.74304962158203, yaw=168.40284729003906
Point #60: x=5075.01416015625, y=984.6083374023438, z=49.74304962158203, yaw=168.40284729003906
Point #61: x=-6489.5478515625, y=-3625.584716796875, z=197.40554809570312, yaw=73.0561752319336
Point #62: x=5095.9658203125, y=983.8815307617188, z=49.64540481567383, yaw=-11.597142219543457
Point #63: x=5095.9658203125, y=983.8815307617188, z=49.64540481567383, yaw=-11.597142219543457
Point #64: x=5235.82666015625, y=886.5860595703125, z=49.56608200073242, yaw=117.96662139892578
Point #65: x=5235.82666015625, y=886.5860595703125, z=49.56608200073242, yaw=117.96662139892578
Point #66: x=5235.82666015625, y=886.5860595703125, z=49.56608200073242, yaw=117.96662139892578
Point #67: x=2954.974853515625, y=17.798648834228516, z=71.17606353759766, yaw=77.9372787475586
Point #68: x=6958.66748046875, y=-689.4141845703125, z=44.86448287963867, yaw=24.8358154296875
Point #69: x=7136.9443359375, y=-610.7598876953125, z=42.7227668762207, yaw=-155.16419982910156
Point #70: x=6567.22119140625, y=-449.0111083984375, z=45.56920623779297, yaw=119.28934478759766
Point #71: x=-1704.1424560546875, y=-10709.5224609375, z=284.7320251464844, yaw=169.03977966308594
Point #72: x=-1902.1893310546875, y=-10667.6044921875, z=284.0218811035156, yaw=-10.96022891998291
Point #73: x=6513.92724609375, y=-883.559814453125, z=47.06422424316406, yaw=21.64223289489746
Point #74: x=10869.8046875, y=-11989.5087890625, z=122.2551040649414, yaw=177.8369903564453
Point #75: x=10843.8076171875, y=-11985.0234375, z=122.47061920166016, yaw=-2.163039207458496
Point #76: x=10843.8076171875, y=-11985.0234375, z=122.47061920166016, yaw=-2.163039207458496
Point #77: x=3738.27734375, y=1057.55224609375, z=58.632904052734375, yaw=89.72016143798828
Point #78: x=3742.334716796875, y=1081.4227294921875, z=57.7824592590332, yaw=-91.7076187133789
Point #79: x=3742.334716796875, y=1081.4227294921875, z=57.7824592590332, yaw=-91.7076187133789
Point #80: x=3742.334716796875, y=1081.4227294921875, z=57.7824592590332, yaw=-91.7076187133789
Point #81: x=-16.538667678833008, y=2003.58349609375, z=96.68643188476562, yaw=-123.58308410644531
Point #82: x=-31.273651123046875, y=1984.5999755859375, z=98.83354187011719, yaw=57.8928108215332
Point #83: x=-1685.360595703125, y=-11267.58984375, z=295.8712463378906, yaw=56.110572814941406
Point #84: x=-1685.360595703125, y=-11267.58984375, z=295.8712463378906, yaw=56.110572814941406
Point #85: x=-1487.792724609375, y=-10979.630859375, z=289.33892822265625, yaw=-122.94976043701172
Point #86: x=2883.44921875, y=2072.815185546875, z=69.34303283691406, yaw=10.397950172424316
Point #87: x=3738.50146484375, y=1039.5228271484375, z=58.9399528503418, yaw=91.38410949707031
Point #88: x=7464.12255859375, y=-2615.263427734375, z=55.43412780761719, yaw=35.75899887084961
Point #89: x=7631.22216796875, y=-2499.241455078125, z=53.9200325012207, yaw=-144.2410125732422
Point #90: x=7631.22216796875, y=-2499.241455078125, z=53.9200325012207, yaw=-144.2410125732422
Point #91: x=5169.58349609375, y=1182.6798095703125, z=45.29996871948242, yaw=158.38917541503906
Point #92: x=-1481.5191650390625, y=-10962.8720703125, z=289.15875244140625, yaw=59.34428787231445
Point #93: x=-1481.5191650390625, y=-10962.8720703125, z=289.15875244140625, yaw=59.34428787231445
Point #94: x=-1418.4364013671875, y=-10775.68359375, z=285.7999572753906, yaw=-94.61368560791016
Point #95: x=-1418.4364013671875, y=-10775.68359375, z=285.7999572753906, yaw=-94.61368560791016
Point #96: x=-1420.8663330078125, y=-10757.9130859375, z=285.638671875, yaw=87.6861343383789
Point #97: x=-1420.8663330078125, y=-10757.9130859375, z=285.638671875, yaw=87.6861343383789
Point #98: x=-1432.5794677734375, y=-10553.65234375, z=282.09918212890625, yaw=-88.24554443359375
Point #99: x=-1432.5794677734375, y=-10553.65234375, z=282.09918212890625, yaw=-88.24554443359375
Point #100: x=-1878.3409423828125, y=-10433.341796875, z=276.068115234375, yaw=76.08386993408203
Point #101: x=-1878.3409423828125, y=-10433.341796875, z=276.068115234375, yaw=76.08386993408203
Point #102: x=-1878.3409423828125, y=-10433.341796875, z=276.068115234375, yaw=76.08386993408203
Point #103: x=-1806.4757080078125, y=-10157.8505859375, z=275.33636474609375, yaw=-103.91613006591797
Point #104: x=-1806.4757080078125, y=-10157.8505859375, z=275.33636474609375, yaw=-103.91613006591797
Point #105: x=-1806.4757080078125, y=-10157.8505859375, z=275.33636474609375, yaw=-103.91613006591797
Point #106: x=-1436.30810546875, y=-10536.1650390625, z=281.34759521484375, yaw=89.74515533447266
Point #107: x=-1436.30810546875, y=-10536.1650390625, z=281.34759521484375, yaw=89.74515533447266
Point #108: x=-1406.814697265625, y=-10264.0205078125, z=280.98187255859375, yaw=-95.1335678100586
Point #109: x=-1406.814697265625, y=-10264.0205078125, z=280.98187255859375, yaw=-95.1335678100586
Point #110: x=-1409.0714111328125, y=-10245.966796875, z=280.60382080078125, yaw=87.2069320678711
Point #111: x=-1409.0714111328125, y=-10245.966796875, z=280.60382080078125, yaw=87.2069320678711
Point #112: x=-1495.0955810546875, y=-9945.0673828125, z=275.2157287597656, yaw=-58.702945709228516
Point #113: x=-1495.0955810546875, y=-9945.0673828125, z=275.2157287597656, yaw=-58.702945709228516
Point #114: x=6730.279296875, y=-1243.43212890625, z=58.02663803100586, yaw=27.277204513549805
Point #115: x=6749.1650390625, y=-1238.137451171875, z=57.88594055175781, yaw=-155.39431762695312
Point #116: x=6749.1650390625, y=-1238.137451171875, z=57.88594055175781, yaw=-155.39431762695312
Point #117: x=6749.1650390625, y=-1238.137451171875, z=57.88594055175781, yaw=-155.39431762695312
Point #118: x=6367.24365234375, y=260.2644958496094, z=41.801570892333984, yaw=13.011828422546387
Point #119: x=-1507.665771484375, y=-9931.748046875, z=275.42022705078125, yaw=123.3571548461914
Point #120: x=-1507.665771484375, y=-9931.748046875, z=275.42022705078125, yaw=123.3571548461914
Point #121: x=-1705.94189453125, y=-9761.7255859375, z=269.5947570800781, yaw=-5.163407802581787
Point #122: x=-1705.94189453125, y=-9761.7255859375, z=269.5947570800781, yaw=-5.163407802581787
Point #123: x=345.183349609375, y=-4141.9072265625, z=176.10235595703125, yaw=55.079402923583984
Point #124: x=-1724.4326171875, y=-9764.6904296875, z=269.54998779296875, yaw=-178.1279296875
Point #125: x=-1724.4326171875, y=-9764.6904296875, z=269.54998779296875, yaw=-178.1279296875
Point #126: x=-2067.05810546875, y=-10102.17578125, z=268.1394348144531, yaw=70.25889587402344
Point #127: x=-2067.05810546875, y=-10102.17578125, z=268.1394348144531, yaw=70.25889587402344
Point #128: x=4110.03857421875, y=1063.099609375, z=56.334598541259766, yaw=88.29512786865234
Point #129: x=-1181.455078125, y=-2386.4521484375, z=134.06594848632812, yaw=-156.4591522216797
Point #130: x=-1197.4300537109375, y=-2389.59423828125, z=134.73175048828125, yaw=23.540842056274414
Point #131: x=-1197.4300537109375, y=-2389.59423828125, z=134.73175048828125, yaw=23.540842056274414
Point #132: x=6354.8837890625, y=-941.3170776367188, z=47.506614685058594, yaw=14.40701961517334
Point #133: x=-2069.418212890625, y=-10120.037109375, z=268.27691650390625, yaw=-107.71585083007812
Point #134: x=-2069.418212890625, y=-10120.037109375, z=268.27691650390625, yaw=-107.71585083007812
Point #135: x=-2138.06640625, y=-10416.3994140625, z=274.20452880859375, yaw=78.10065460205078
Point #136: x=-2138.06640625, y=-10416.3994140625, z=274.20452880859375, yaw=78.10065460205078
Point #137: x=-6958.8779296875, y=801.9965209960938, z=124.36210632324219, yaw=105.57389831542969
Point #138: x=-2138.19189453125, y=-10433.96875, z=274.4317626953125, yaw=-101.89933776855469
Point #139: x=-2138.19189453125, y=-10433.96875, z=274.4317626953125, yaw=-101.89933776855469
Point #140: x=-2194.7529296875, y=-10614.908203125, z=277.75958251953125, yaw=67.59197998046875
Point #141: x=-2194.7529296875, y=-10614.908203125, z=277.75958251953125, yaw=67.59197998046875
Point #142: x=-1995.931884765625, y=-10907.93359375, z=289.4174499511719, yaw=76.08386993408203
Point #143: x=-1995.931884765625, y=-10907.93359375, z=289.4174499511719, yaw=76.08386993408203
Point #144: x=-1995.931884765625, y=-10907.93359375, z=289.4174499511719, yaw=76.08386993408203
Point #145: x=-1936.1063232421875, y=-10681.033203125, z=283.9613037109375, yaw=-103.91612243652344
Point #146: x=-1936.1063232421875, y=-10681.033203125, z=283.9613037109375, yaw=-103.91612243652344
Point #147: x=-1936.1063232421875, y=-10681.033203125, z=283.9613037109375, yaw=-103.91612243652344
Point #148: x=-2198.138671875, y=-10632.30078125, z=278.0013122558594, yaw=-112.40800476074219
Point #149: x=-2198.138671875, y=-10632.30078125, z=278.0013122558594, yaw=-112.40800476074219
Point #150: x=-2278.1435546875, y=-10838.6298828125, z=281.5455017089844, yaw=77.95729064941406
Point #151: x=-2278.1435546875, y=-10838.6298828125, z=281.5455017089844, yaw=77.95729064941406
Point #152: x=128.46397399902344, y=-4434.318359375, z=180.02639770507812, yaw=-128.57562255859375
Point #153: x=-2278.02978515625, y=-10856.3046875, z=281.6237487792969, yaw=-100.0572738647461
Point #154: x=-2278.02978515625, y=-10856.3046875, z=281.6237487792969, yaw=-100.0572738647461
Point #155: x=-2101.558837890625, y=-11286.5244140625, z=293.3028869628906, yaw=156.26513671875
Point #156: x=-2101.558837890625, y=-11286.5244140625, z=293.3028869628906, yaw=156.26513671875
Point #157: x=-575.4400634765625, y=2335.414306640625, z=92.78729248046875, yaw=50.814144134521484
Point #158: x=-550.4253540039062, y=2358.792236328125, z=92.59294891357422, yaw=-130.1510772705078
Point #159: x=-2083.906005859375, y=-11289.880859375, z=294.6175842285156, yaw=-20.24010467529297
Point #160: x=-2083.906005859375, y=-11289.880859375, z=294.6175842285156, yaw=-20.24010467529297
Point #161: x=-1937.2193603515625, y=-11316.3544921875, z=296.0558166503906, yaw=175.0091552734375
Point #162: x=-1937.2193603515625, y=-11316.3544921875, z=296.0558166503906, yaw=175.0091552734375
Point #163: x=-1918.9281005859375, y=-11314.439453125, z=295.8592529296875, yaw=-4.990835189819336
Point #164: x=-1918.9281005859375, y=-11314.439453125, z=295.8592529296875, yaw=-4.990835189819336
Point #165: x=-1805.192138671875, y=-11327.884765625, z=298.3285827636719, yaw=175.0091552734375
Point #166: x=-1805.192138671875, y=-11327.884765625, z=298.3285827636719, yaw=175.0091552734375
Point #167: x=-1787.84521484375, y=-11325.8857421875, z=298.51422119140625, yaw=-4.990835189819336
Point #168: x=-1757.813232421875, y=-11332.0224609375, z=298.5803527832031, yaw=175.0091552734375
Point #169: x=-1757.813232421875, y=-11332.0224609375, z=298.5803527832031, yaw=175.0091552734375
Point #170: x=7209.64306640625, y=-1675.03369140625, z=52.82516860961914, yaw=117.5596694946289
Point #171: x=-7022.125, y=-4126.953125, z=212.3253631591797, yaw=131.38018798828125
Point #172: x=-7022.125, y=-4126.953125, z=212.3253631591797, yaw=131.38018798828125
Point #173: x=-7896.7109375, y=736.9417114257812, z=157.927734375, yaw=-127.12297058105469
Point #174: x=-7896.7109375, y=736.9417114257812, z=157.927734375, yaw=-127.12297058105469
Point #175: x=4110.0380859375, y=1063.099609375, z=56.334598541259766, yaw=88.29512786865234
Point #176: x=313.5363464355469, y=-4184.98779296875, z=175.97781372070312, yaw=52.795005798339844
Point #177: x=313.5363464355469, y=-4184.98779296875, z=175.97781372070312, yaw=52.795005798339844
Point #178: x=348.0531921386719, y=-4143.9111328125, z=176.10235595703125, yaw=-124.92060089111328
Point #179: x=10879.1669921875, y=-11982.171875, z=122.19755554199219, yaw=-99.5097427368164
Point #180: x=-2128.527587890625, y=-10428.7509765625, z=274.2962646484375, yaw=177.25657653808594
Point #181: x=-7892.12353515625, y=748.8011474609375, z=158.33827209472656, yaw=52.87702560424805
Point #182: x=-7145.73291015625, y=3639.311767578125, z=88.30862426757812, yaw=-101.07733154296875
Point #183: x=-7145.73291015625, y=3639.311767578125, z=88.30862426757812, yaw=-101.07733154296875
Point #184: x=8395.7255859375, y=-2484.71044921875, z=55.91535568237305, yaw=17.602365493774414
Point #185: x=8674.1943359375, y=-2427.219970703125, z=48.02351379394531, yaw=-173.89918518066406
Point #186: x=8674.1943359375, y=-2427.219970703125, z=48.02351379394531, yaw=-173.89918518066406
Point #187: x=6830.5693359375, y=-1836.4232177734375, z=54.16136932373047, yaw=118.64485931396484
Point #188: x=7925.0625, y=-2345.91357421875, z=48.46882629394531, yaw=28.371187210083008
Point #189: x=7925.0625, y=-2345.91357421875, z=48.46882629394531, yaw=28.371187210083008
Point #190: x=7925.0625, y=-2345.91357421875, z=48.46882629394531, yaw=28.371187210083008
Point #191: x=8099.185546875, y=-2259.464599609375, z=51.7313117980957, yaw=-157.6484832763672
Point #192: x=8162.74853515625, y=-2770.0126953125, z=53.60355758666992, yaw=37.75666427612305
Point #193: x=9137.158203125, y=-3478.309326171875, z=55.58648681640625, yaw=49.1242561340332
Point #194: x=9218.953125, y=-3389.149658203125, z=57.81043243408203, yaw=-130.87576293945312
Point #195: x=9218.953125, y=-3389.149658203125, z=57.81043243408203, yaw=-130.87576293945312
Point #196: x=7085.4228515625, y=-1078.81689453125, z=50.772220611572266, yaw=25.94687271118164
Point #197: x=7085.4228515625, y=-1078.81689453125, z=50.772220611572266, yaw=25.94687271118164
Point #198: x=7085.4228515625, y=-1078.81689453125, z=50.772220611572266, yaw=25.94687271118164
Point #199: x=7124.12841796875, y=-1066.39990234375, z=50.31395721435547, yaw=-160.07652282714844
Point #200: x=4801.5068359375, y=1283.46142578125, z=47.4496955871582, yaw=55.035335540771484
Point #201: x=7141.3447265625, y=-1055.983642578125, z=49.73229217529297, yaw=22.39848518371582
Point #202: x=7158.93115234375, y=-1052.1527099609375, z=48.894798278808594, yaw=-155.41685485839844
Point #203: x=7158.93115234375, y=-1052.1527099609375, z=48.894798278808594, yaw=-155.41685485839844
Point #204: x=7158.93115234375, y=-1052.1527099609375, z=48.894798278808594, yaw=-155.41685485839844
Point #205: x=2279.398193359375, y=-1422.7435302734375, z=88.06254577636719, yaw=-19.725685119628906
Point #206: x=2296.514892578125, y=-1433.26220703125, z=88.46314239501953, yaw=160.5249481201172
Point #207: x=3738.50146484375, y=1039.5228271484375, z=58.9399528503418, yaw=91.38412475585938
Point #208: x=-226.909912109375, y=-4040.99267578125, z=172.71493530273438, yaw=-137.15347290039062
Point #209: x=-226.909912109375, y=-4040.99267578125, z=172.71493530273438, yaw=-137.15347290039062
Point #210: x=-226.909912109375, y=-4040.99267578125, z=172.71493530273438, yaw=-137.15347290039062
Point #211: x=-237.44862365722656, y=-4045.771728515625, z=173.56448364257812, yaw=41.144954681396484
Point #212: x=3800.826171875, y=1543.58056640625, z=61.07597351074219, yaw=2.410471200942993
Point #213: x=3800.826171875, y=1543.58056640625, z=61.07597351074219, yaw=2.410471200942993
Point #214: x=3800.826171875, y=1543.58056640625, z=61.07597351074219, yaw=2.410471200942993
Point #215: x=4129.703125, y=1553.921630859375, z=56.466487884521484, yaw=-177.5895233154297
Point #216: x=4149.21337890625, y=1558.24609375, z=55.92296600341797, yaw=2.410470962524414
Point #217: x=4149.21337890625, y=1558.24609375, z=55.92296600341797, yaw=2.410470962524414
Point #218: x=4464.81103515625, y=1566.271484375, z=52.58367156982422, yaw=177.60006713867188
Point #219: x=4464.81103515625, y=1566.271484375, z=52.58367156982422, yaw=177.60006713867188
Point #220: x=4464.81103515625, y=1566.271484375, z=52.58367156982422, yaw=177.60006713867188
Point #221: x=2887.111083984375, y=2078.012451171875, z=69.308349609375, yaw=98.38340759277344
Point #222: x=2888.936767578125, y=2089.628662109375, z=69.308349609375, yaw=-81.6166000366211
Point #223: x=2888.936767578125, y=2089.628662109375, z=69.308349609375, yaw=-81.6166000366211
Point #224: x=4482.314453125, y=1568.7396240234375, z=52.29840850830078, yaw=-4.385509967803955
Point #225: x=4482.314453125, y=1568.7396240234375, z=52.29840850830078, yaw=-4.385509967803955
Point #226: x=4830.66162109375, y=1463.77001953125, z=52.708343505859375, yaw=161.3426971435547
Point #227: x=4830.66162109375, y=1463.77001953125, z=52.708343505859375, yaw=161.3426971435547
Point #228: x=4848.13134765625, y=1461.5655517578125, z=52.00718307495117, yaw=-18.657306671142578
Point #229: x=4848.13134765625, y=1461.5655517578125, z=52.00718307495117, yaw=-18.657306671142578
Point #230: x=5195.201171875, y=1339.3641357421875, z=44.11946105957031, yaw=157.28404235839844
Point #231: x=5195.201171875, y=1339.3641357421875, z=44.11946105957031, yaw=157.28404235839844
Point #232: x=-1494.9951171875, y=-8305.880859375, z=188.08889770507812, yaw=46.7492561340332
Point #233: x=7706.6005859375, y=-2461.478271484375, z=53.5906982421875, yaw=31.35552215576172
Point #234: x=7848.06298828125, y=-2379.378662109375, z=50.69209289550781, yaw=-148.64447021484375
Point #235: x=9546.8291015625, y=1498.7852783203125, z=336.0184631347656, yaw=90.27728271484375
Point #236: x=5212.5771484375, y=1335.552978515625, z=44.123069763183594, yaw=-24.714786529541016
Point #237: x=5212.5771484375, y=1335.552978515625, z=44.123069763183594, yaw=-24.714786529541016
Point #238: x=5412.81884765625, y=1162.8426513671875, z=44.33528137207031, yaw=124.62116241455078
Point #239: x=5412.81884765625, y=1162.8426513671875, z=44.33528137207031, yaw=124.62116241455078
Point #240: x=6364.9599609375, y=-521.298828125, z=45.69401931762695, yaw=-158.36917114257812
Point #241: x=5497.431640625, y=-10537.5849609375, z=145.47288513183594, yaw=12.967498779296875
Point #242: x=6725.966796875, y=-1257.444580078125, z=58.373313903808594, yaw=118.55055236816406
Point #243: x=5425.31103515625, y=1150.379638671875, z=44.55937576293945, yaw=-57.360897064208984
Point #244: x=5425.31103515625, y=1150.379638671875, z=44.55937576293945, yaw=-57.360897064208984
Point #245: x=5479.87255859375, y=1044.1082763671875, z=47.849632263183594, yaw=118.10082244873047
Point #246: x=5479.87255859375, y=1044.1082763671875, z=47.849632263183594, yaw=118.10082244873047
Point #247: x=-2127.480712890625, y=-13323.6083984375, z=338.20916748046875, yaw=60.49581527709961
Point #248: x=-2127.480712890625, y=-13323.6083984375, z=338.20916748046875, yaw=60.49581527709961
Point #249: x=-1970.209228515625, y=-13024.447265625, z=344.8919372558594, yaw=-105.95870971679688
Point #250: x=9546.8291015625, y=1498.7852783203125, z=336.0184631347656, yaw=90.27728271484375
Point #251: x=5491.515625, y=1029.7342529296875, z=48.066795349121094, yaw=-61.8991584777832
Point #252: x=5494.765625, y=1016.2157592773438, z=47.959896087646484, yaw=118.10082244873047
Point #253: x=5494.765625, y=1016.2157592773438, z=47.959896087646484, yaw=118.10082244873047
Point #254: x=-2148.8037109375, y=-13350.998046875, z=334.5924987792969, yaw=42.6507453918457
Point #255: x=-2135.552978515625, y=-13343.55078125, z=335.8715515136719, yaw=-137.34925842285156
Point #256: x=-2135.552978515625, y=-13343.55078125, z=335.8715515136719, yaw=-137.34925842285156
Point #257: x=-1869.7265625, y=-10442.4423828125, z=276.5687255859375, yaw=-15.444496154785156
Point #258: x=-1822.4393310546875, y=-10457.5576171875, z=279.1646728515625, yaw=168.87229919433594
Point #259: x=-1822.4393310546875, y=-10457.5576171875, z=279.1646728515625, yaw=168.87229919433594
Point #260: x=-1822.4393310546875, y=-10457.5576171875, z=279.1646728515625, yaw=168.87229919433594
Point #261: x=8174.6337890625, y=-2774.30810546875, z=54.50996017456055, yaw=124.56753540039062
Point #262: x=1631.9427490234375, y=-12022.51953125, z=213.29641723632812, yaw=153.5913848876953
Point #263: x=263.0754699707031, y=-8609.5146484375, z=235.7417449951172, yaw=-109.74612426757812
Point #264: x=6354.46728515625, y=-512.4627075195312, z=45.82573699951172, yaw=-84.1921615600586
Point #265: x=7295.3896484375, y=-2885.786376953125, z=61.970550537109375, yaw=174.3931121826172
Point #266: x=8697.3134765625, y=-3401.25048828125, z=56.76582336425781, yaw=-157.00416564941406
Point #267: x=8697.3134765625, y=-3401.25048828125, z=56.76582336425781, yaw=-157.00416564941406
Point #268: x=8629.3037109375, y=-3426.185791015625, z=56.46266174316406, yaw=21.686311721801758
Point #269: x=4699.2578125, y=862.480224609375, z=56.68612289428711, yaw=3.959702491760254
Point #270: x=8673.82421875, y=-2423.739990234375, z=48.02351379394531, yaw=6.100822448730469
Point #271: x=8745.16015625, y=-2420.727294921875, z=47.82012939453125, yaw=-173.10733032226562
Point #272: x=8162.74853515625, y=-2770.0126953125, z=53.60355758666992, yaw=37.75666427612305
Point #273: x=-1511.5806884765625, y=-9943.646484375, z=275.6296691894531, yaw=48.84541320800781
Point #274: x=9554.642578125, y=1504.1575927734375, z=335.8704528808594, yaw=-173.6594696044922
Point #275: x=8613.888671875, y=-3435.6982421875, z=56.12611770629883, yaw=-160.60377502441406
Point #276: x=8613.888671875, y=-3435.6982421875, z=56.12611770629883, yaw=-160.60377502441406
Point #277: x=8271.7080078125, y=-3412.819580078125, z=52.97032928466797, yaw=-25.967601776123047
Point #278: x=8271.7080078125, y=-3412.819580078125, z=52.97032928466797, yaw=-25.967601776123047
Point #279: x=8251.71875, y=-3406.439697265625, z=52.427879333496094, yaw=151.36634826660156
Point #280: x=8251.71875, y=-3406.439697265625, z=52.427879333496094, yaw=151.36634826660156
Point #281: x=7874.822265625, y=-3085.9189453125, z=58.596435546875, yaw=-38.49875259399414
Point #282: x=7874.822265625, y=-3085.9189453125, z=58.596435546875, yaw=-38.49875259399414
Point #283: x=7434.4384765625, y=-1565.0484619140625, z=51.60348892211914, yaw=-158.05958557128906
Point #284: x=5158.740234375, y=1178.0037841796875, z=45.132625579833984, yaw=-118.52558135986328
Point #285: x=5144.923828125, y=1155.3331298828125, z=45.16672134399414, yaw=70.58464813232422
Point #286: x=5144.923828125, y=1155.3331298828125, z=45.16672134399414, yaw=70.58464813232422
Point #287: x=5144.923828125, y=1155.3331298828125, z=45.16672134399414, yaw=70.58464813232422
Point #288: x=7858.466796875, y=-3077.381103515625, z=58.57038497924805, yaw=141.5012664794922
