Point #0: x=586.8056030273438, y=-10.063207626342773, z=0.29999998211860657, yaw=-179.58056640625
Point #193: x=269.2369079589844, y=137.03257751464844, z=0.29999998211860657, yaw=0.23475703597068787
Point #194: x=291.188232421875, y=151.12289428710938, z=0.29999998211860657, yaw=0.23475703597068787
Point #195: x=293.1025695800781, y=147.63070678710938, z=0.29999998211860657, yaw=0.23475703597068787
Point #196: x=291.2169189453125, y=144.12294006347656, z=0.29999998211860657, yaw=0.23475703597068787
Point #197: x=293.1312561035156, y=140.63076782226562, z=0.29999998211860657, yaw=0.23475703597068787
Point #198: x=291.24560546875, y=137.1230010986328, z=0.29999998211860657, yaw=0.23475703597068787
Point #199: x=312.24853515625, y=151.20913696289062, z=0.29999998211860657, yaw=0.23475703597068787
Point #200: x=313.76287841796875, y=147.71531677246094, z=0.29999998211860657, yaw=0.23475703597068787
Point #201: x=312.2772216796875, y=144.20919799804688, z=0.29999998211860657, yaw=0.23475703597068787
Point #202: x=313.79156494140625, y=140.7153778076172, z=0.29999998211860657, yaw=0.23475703597068787
Point #203: x=312.305908203125, y=137.20925903320312, z=0.29999998211860657, yaw=0.23475703597068787
Point #204: x=330.613037109375, y=151.2843780517578, z=0.29999998211860657, yaw=0.23475703597068787
Point #205: x=332.12738037109375, y=147.79055786132812, z=0.29999998211860657, yaw=0.23475703597068787
Point #206: x=330.6417236328125, y=144.28443908691406, z=0.29999998211860657, yaw=0.23475703597068787
Point #207: x=332.1560974121094, y=140.79061889648438, z=0.29999998211860657, yaw=0.23475703597068787
Point #208: x=330.67041015625, y=137.2845001220703, z=0.29999998211860657, yaw=0.23475703597068787
Point #209: x=350.2063903808594, y=151.36465454101562, z=0.29999998211860657, yaw=0.23475703597068787
Point #210: x=352.2207336425781, y=147.87289428710938, z=0.29999998211860657, yaw=0.23475703597068787
Point #211: x=350.2350769042969, y=144.36471557617188, z=0.29999998211860657, yaw=0.23475703597068787
Point #212: x=352.24945068359375, y=140.87294006347656, z=0.29999998211860657, yaw=0.23475703597068787
Point #213: x=350.2637939453125, y=137.36477661132812, z=0.29999998211860657, yaw=0.23475703597068787
Point #214: x=374.4767761230469, y=151.46409606933594, z=0.29999998211860657, yaw=0.23475703597068787
Point #215: x=376.1911315917969, y=147.97109985351562, z=0.29999998211860657, yaw=0.23475703597068787
Point #216: x=374.5054626464844, y=144.4641571044922, z=0.29999998211860657, yaw=0.23475703597068787
Point #217: x=376.2198486328125, y=140.97116088867188, z=0.29999998211860657, yaw=0.23475703597068787
Point #218: x=374.5341796875, y=137.46421813964844, z=0.29999998211860657, yaw=0.23475703597068787
Point #219: x=410.2901611328125, y=151.61083984375, z=0.29999998211860657, yaw=0.23475703597068787
Point #220: x=411.7044677734375, y=148.1166229248047, z=0.29999998211860657, yaw=0.23475703597068787
Point #221: x=410.3188171386719, y=144.61090087890625, z=0.29999998211860657, yaw=0.23475703597068787
Point #222: x=411.7331848144531, y=141.11668395996094, z=0.29999998211860657, yaw=0.23475703597068787
Point #223: x=410.3475341796875, y=137.6109619140625, z=0.29999998211860657, yaw=0.23475703597068787
Point #224: x=570.5196533203125, y=244.7205047607422, z=0.29999998211860657, yaw=0.01954599842429161
Point #225: x=572.7208251953125, y=241.22132873535156, z=0.29999998211860657, yaw=0.01954599842429161
Point #226: x=570.5220336914062, y=237.7205047607422, z=0.29999998211860657, yaw=0.01954599842429161
Point #227: x=535.09765625, y=251.70851135253906, z=0.29999998211860657, yaw=0.01954599842429161
Point #228: x=537.298828125, y=248.20933532714844, z=0.29999998211860657, yaw=0.01954599842429161
Point #229: x=535.1000366210938, y=244.70851135253906, z=0.29999998211860657, yaw=0.01954599842429161
Point #230: x=537.3012084960938, y=241.20933532714844, z=0.29999998211860657, yaw=0.01954599842429161
Point #231: x=535.1024780273438, y=237.70851135253906, z=0.29999998211860657, yaw=0.01954599842429161
Point #232: x=498.9635925292969, y=151.9739532470703, z=0.29999998211860657, yaw=0.23475703597068787
Point #233: x=500.9779052734375, y=148.482177734375, z=0.29999998211860657, yaw=0.23475703597068787
Point #234: x=498.99224853515625, y=144.97401428222656, z=0.29999998211860657, yaw=0.23475703597068787
Point #235: x=501.006591796875, y=141.48223876953125, z=0.29999998211860657, yaw=0.23475703597068787
Point #236: x=499.02093505859375, y=137.9740753173828, z=0.29999998211860657, yaw=0.23475703597068787
Point #237: x=528.2224731445312, y=152.09378051757812, z=0.29999998211860657, yaw=0.23475703597068787
Point #238: x=526.0368041992188, y=148.5847930908203, z=0.29999998211860657, yaw=0.23475703597068787
Point #239: x=528.2510986328125, y=145.09384155273438, z=0.29999998211860657, yaw=0.23475703597068787
Point #240: x=526.0654296875, y=141.58485412597656, z=0.29999998211860657, yaw=0.23475703597068787
Point #241: x=528.27978515625, y=138.0939178466797, z=0.29999998211860657, yaw=0.23475703597068787
Point #242: x=550.7490234375, y=152.1860809326172, z=0.29999998211860657, yaw=0.23475703597068787
Point #243: x=548.5633544921875, y=148.67709350585938, z=0.29999998211860657, yaw=0.23475703597068787
Point #244: x=550.7777099609375, y=145.18614196777344, z=0.29999998211860657, yaw=0.23475703597068787
Point #245: x=548.592041015625, y=141.67713928222656, z=0.29999998211860657, yaw=0.23475703597068787
Point #246: x=550.8063354492188, y=138.1862030029297, z=0.29999998211860657, yaw=0.23475703597068787
Point #247: x=579.6032104492188, y=152.3043670654297, z=0.29999998211860657, yaw=0.23475703597068787
Point #248: x=576.8175048828125, y=148.79290771484375, z=0.29999998211860657, yaw=0.23475703597068787
Point #249: x=579.6318359375, y=145.30442810058594, z=0.29999998211860657, yaw=0.23475703597068787
Point #250: x=576.84619140625, y=141.79296875, z=0.29999998211860657, yaw=0.23475703597068787
Point #251: x=579.6605224609375, y=138.3044891357422, z=0.29999998211860657, yaw=0.23475703597068787
Point #252: x=606.829345703125, y=152.41590881347656, z=0.29999998211860657, yaw=0.23475703597068787
Point #253: x=604.043701171875, y=148.9044647216797, z=0.29999998211860657, yaw=0.23475703597068787
Point #254: x=606.8580322265625, y=145.4159698486328, z=0.29999998211860657, yaw=0.23475703597068787
Point #255: x=604.0723876953125, y=141.90452575683594, z=0.29999998211860657, yaw=0.23475703597068787
Point #256: x=606.88671875, y=138.41604614257812, z=0.29999998211860657, yaw=0.23475703597068787
Point #257: x=183.23606872558594, y=86.6629409790039, z=0.29999998211860657, yaw=-36.71123123168945
Point #258: x=-3.7499046325683594, y=162.45069885253906, z=0.29999998211860657, yaw=89.47254180908203
Point #259: x=-7.2635626792907715, y=160.98292541503906, z=0.29999998211860657, yaw=89.47254180908203
Point #260: x=-10.749608039855957, y=162.51515197753906, z=0.29999998211860657, yaw=89.47254180908203
Point #261: x=600.8971557617188, y=-9.960046768188477, z=0.29999998211860657, yaw=-179.58056640625
Point #262: x=598.9227905273438, y=-13.474600791931152, z=0.29999998211860657, yaw=-179.58056640625
Point #263: x=600.9484252929688, y=-16.95985984802246, z=0.29999998211860657, yaw=-179.58056640625
Point #264: x=598.9739990234375, y=-20.47441291809082, z=0.29999998211860657, yaw=-179.58056640625
Point #265: x=600.9996337890625, y=-23.95966911315918, z=0.29999998211860657, yaw=-179.58056640625
Point #266: x=-73.35717010498047, y=194.9605255126953, z=0.29999998211860657, yaw=-86.73056030273438
Point #267: x=-336.1189880371094, y=234.3896484375, z=0.29999998211860657, yaw=21.97089958190918
Point #268: x=-338.3558044433594, y=237.26126098632812, z=0.29999998211860657, yaw=21.97089958190918
Point #269: x=-338.7379150390625, y=240.88124084472656, z=0.29999998211860657, yaw=21.97089958190918
Point #270: x=-340.9747314453125, y=243.7528839111328, z=0.29999998211860657, yaw=21.97089958190918
Point #271: x=27.847517013549805, y=52.37220001220703, z=0.29999998211860657, yaw=-0.0539550743997097
Point #272: x=26.244220733642578, y=48.87368392944336, z=0.29999998211860657, yaw=-0.0539550743997097
Point #273: x=27.840925216674805, y=45.37220001220703, z=0.29999998211860657, yaw=-0.0539550743997097
Point #274: x=26.237628936767578, y=41.87369155883789, z=0.29999998211860657, yaw=-0.0539550743997097
Point #275: x=148.30775451660156, y=52.25875473022461, z=0.29999998211860657, yaw=-0.0539550743997097
Point #276: x=146.0044708251953, y=48.76090621948242, z=0.29999998211860657, yaw=-0.0539550743997097
Point #277: x=148.30116271972656, y=45.25875473022461, z=0.29999998211860657, yaw=-0.0539550743997097
Point #278: x=145.9978790283203, y=41.76091384887695, z=0.29999998211860657, yaw=-0.0539550743997097
Point #279: x=202.4715118408203, y=52.207763671875, z=0.29999998211860657, yaw=-0.0539550743997097
Point #280: x=200.0682373046875, y=48.70999526977539, z=0.29999998211860657, yaw=-0.0539550743997097
Point #281: x=202.46493530273438, y=45.207763671875, z=0.29999998211860657, yaw=-0.0539550743997097
Point #282: x=200.06163024902344, y=41.709999084472656, z=0.29999998211860657, yaw=-0.0539550743997097
Point #283: x=-228.6357421875, y=42.643489837646484, z=0.29999998211860657, yaw=-3.1824042797088623
